ID;Edad;Sexo;Estado_Civil;Numero_Hijos;Nivel_Educativo;Zona_Vivienda;Estrato;Sector;Tamaño_Empresa;Trabajo_Turnos;Tipo_Contrato;Horas_Semana;Ingreso;Tipo_Cargo;Personas_Cargo;Años_Experiencia;Antiguedad_Cargo;Modalidad;Horas_Traslado;Horas_Formacion;CT1;CT2;CT3;PT1;PT2;PT3;PT4;CL1;CL2;CL3;CL4;CL5;CL6;CL7;AC1;AC2;AC3;CR1;CR2;CR3;CR4;CoR1;CoR2;CoR3;GC1;GC2;GC3;GC4;SM1;SM2;SM3;SM4;SM5;SAT1;SAT2;SAT3;SAT4;SAT5;SAT6;SAT7;SAT8;SAT9;IR1;IR2;IR3;IR4;FT1;FT2;FT3;FT4;FT5;TF1;TF2;TF3;TF4;TF5;BU1;BU2;BU3;BU4;BU5;BU6;BU7;BU8;BU9;BU10;BU11;BU12;BP1;BP2;BP3;BP4;BP5;BP6;BP7;BP8;BP9;BP10;SOM1;SOM2;SOM3;SOM4;SOM5;DL1;DL2;DL3;DL4;DL5;DL6;DL7;DL8;CT_prom;PT_prom;CL_prom;AC_prom;CR_prom;CoR_prom;GC_prom;SM_prom;SAT_prom;IR_prom;FT_prom;TF_prom;BU_prom;BP_prom;SOM_prom;DL_prom
203;47;Mujer;Unión libre;3;Posgrado;Urbana;3;Público;Entre 50 y 200 empleados;No;Presentación de servicios;36;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Menos de 1 año;Presencial;Menos de 1 hora;1;1;2;2;3;4;2;3;4;3;4;3;3;2;4;3;3;2;4;5;4;5;3;2;4;2;2;3;3;4;4;4;5;4;6;6;6;6;6;4;4;5;2;5;2;2;3;3;3;2;3;3;3;3;2;3;1;3;3;3;3;3;3;2;2;2;3;3;2;5;5;4;4;5;5;4;5;5;4;4;4;4;4;5;4;2;3;3;3;2;3;2;1.666666667;3;3.285714286;2.666666667;4.5;3;2.5;4.2;5;3;2.8;2.4;2.666666667;4.6;4.2;2.75
204;32;Hombre;Unión libre;Sin hijos;Tecnológico;Urbana;3;Público;Entre 200 y 500 empleados;No;Provisionalidad;40;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 1 y 3 años;Presencial;Menos de 1 hora;4;3;2;3;3;4;4;4;3;3;2;2;2;2;2;5;5;5;4;5;5;5;3;2;2;4;3;3;3;2;3;3;3;2;5;6;5;6;6;5;6;5;6;5;2;3;3;4;4;4;4;4;5;5;6;6;5;1;1;1;1;2;1;2;2;1;1;1;1;5;5;6;6;5;5;6;5;5;5;1;3;1;2;2;1;1;1;1;1;1;1;2;2.666666667;3.75;2.285714286;5;4.75;2.333333333;3.25;2.6;5.555555556;3.25;4;5.4;1.25;5.3;1.8;1.125
205;59;Hombre;Viudo;1;Profesional;Urbana;5;Público;Entre 200 y 500 empleados;No;Presentación de servicios;47;Entre 1 y 3 SMLV;Administrativo;No;Entre 5 a 10;Más de 10 años;Presencial;Entre 2 y 3 horas;45;2;2;1;4;4;3;3;3;2;3;3;3;3;3;4;4;3;4;5;4;5;3;3;3;3;2;2;2;2;3;3;3;3;4;4;6;4;6;4;2;4;6;2;6;6;6;4;3;2;2;2;4;6;4;4;2;3;3;3;3;3;3;3;3;3;3;4;3;4;6;4;6;6;5;6;4;4;5;3;3;4;4;4;4;5;6;4;5;4;6;6;1.666666667;3.5;2.857142857;3.666666667;4.5;3;2.25;2.8;4.444444444;5;2.6;4;3.083333333;5;3.6;5
206;33;Mujer;Viudo;Sin hijos;Posgrado;Urbana;3;Público;Entre 10 y 50 empleados;No;Presentación de servicios;49;Entre 1 y 3 SMLV;Administrativo;No;Entre 5 a 10;Entre 1 y 3 años;Presencial;Menos de 1 hora;68;4;4;4;2;2;2;1;4;4;4;4;4;4;3;4;3;3;4;3;4;4;1;1;1;4;5;4;5;3;3;4;3;3;6;7;5;5;5;5;7;5;7;6;2;2;4;3;3;1;1;1;1;3;1;1;2;1;1;2;1;2;1;1;2;2;2;1;1;6;7;6;6;7;7;6;6;6;7;3;3;2;2;2;2;2;1;1;2;1;2;1;4;1.75;3.857142857;3.333333333;3.75;1;4.5;3.2;5.777777778;3.5;1.8;1.6;1.416666667;6.4;2.4;1.5
207;40;Mujer;Soltero;Sin hijos;Profesional;Urbana;2;Público;Entre 50 y 200 empleados;No;Presentación de servicios;48;Entre 1 y 3 SMLV;Administrativo;No;Entre 5 a 10;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;21;2;3;3;4;5;5;4;2;2;2;2;2;3;2;5;4;5;4;4;4;4;2;3;2;3;2;3;3;3;2;2;2;2;2;5;4;6;4;6;6;6;6;6;6;2;4;4;4;4;4;2;6;4;4;6;4;3;3;3;3;4;3;3;4;4;4;4;3;4;4;4;4;4;5;4;5;5;4;6;7;6;6;4;3;3;2;4;3;3;3;3;2.666666667;4.5;2.142857143;4.666666667;4;2.333333333;2.75;2.2;5;4.5;3.6;4.8;3.416666667;4.3;5.8;3
208;29;Mujer;Unión libre;Sin hijos;Posgrado;Urbana;5;Público;Entre 200 y 500 empleados;No;Otro;47;Entre 3 y 5 SMLV;Administrativo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;49;2;2;2;3;5;3;3;3;3;3;2;3;2;2;4;3;4;4;5;5;5;3;2;2;3;3;3;3;2;1;2;2;2;4;6;6;6;6;6;5;6;6;5;4;4;4;1;3;1;1;3;6;6;6;6;6;4;5;4;5;4;4;5;4;4;4;5;4;4;5;5;3;4;5;4;4;4;5;6;3;4;3;4;4;4;4;5;3;3;4;3;2;3.5;2.571428571;3.666666667;4.75;2.333333333;3;1.8;5.666666667;4.25;1.8;6;4.333333333;4.3;4;3.75
209;49;Hombre;Casado;1;Profesional;Urbana;3;Público;Más de 500 empleados;No;Otro;46;Entre 1 y 3 SMLV;Administrativo;No;Entre 15 a 20;Entre 1 y 3 años;Presencial;Entre 2 y 3 horas;29;3;3;3;1;2;1;1;3;3;3;3;4;3;3;2;3;3;4;4;5;4;2;2;2;3;5;3;4;3;3;3;3;2;5;7;5;5;7;5;5;7;5;5;3;3;2;3;3;1;1;3;1;3;1;1;3;1;2;2;2;2;2;2;2;1;2;2;2;6;6;6;6;6;7;6;7;6;6;2;1;1;1;1;3;3;3;3;3;1;4;3;3;1.25;3.142857143;2.666666667;4.25;2;3.75;2.8;5.666666667;3.25;2.2;1.8;1.833333333;6.2;1.2;2.875
210;43;Mujer;Soltero;Sin hijos;Posgrado;Urbana;1;Mixto;Entre 200 y 500 empleados;No;Carrera;39;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 3 y 7 años;Presencial;Menos de 1 hora;16;5;5;5;1;1;1;1;5;4;5;4;4;4;5;4;4;4;5;5;5;5;2;1;1;3;5;4;4;3;3;3;4;3;5;5;6;5;6;5;7;7;5;7;1;1;1;1;3;3;3;2;1;1;1;1;3;1;2;2;1;1;1;1;2;1;1;1;2;7;7;7;7;7;7;6;7;7;6;2;2;2;2;2;1;2;1;1;2;1;3;2;5;1;4.428571429;4;5;1.333333333;4;3.2;5.666666667;2.5;2.4;1.4;1.333333333;6.8;2;1.625
211;22;Mujer;Casado;2;Posgrado;Urbana;5;Público;Entre 200 y 500 empleados;Si;Presentación de servicios;45;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;13;1;1;2;5;4;5;5;3;3;3;3;3;4;3;3;4;4;4;4;5;4;3;3;3;3;3;3;4;3;3;3;3;2;2;4;2;2;3;2;2;4;2;2;6;4;6;2;4;2;1;2;2;2;6;2;2;4;5;4;4;4;5;4;3;4;4;5;4;3;3;3;2;3;2;3;2;2;2;5;6;6;6;4;4;4;4;3;3;5;4;4;1.333333333;4.75;3.142857143;3.666666667;4.25;3;3.25;2.8;2.555555556;4.5;2.2;2.8;4.166666667;2.5;5.4;3.875
212;53;Hombre;Casado;3;Profesional;Urbana;4;Público;Entre 50 y 200 empleados;No;Carrera;45;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 3 y 7 años;Presencial;Menos de 1 hora;2;2;3;2;4;3;3;3;5;4;4;4;4;4;3;4;3;4;4;4;5;5;2;3;2;3;3;3;2;3;2;3;4;3;5;7;6;7;6;5;6;5;5;6;4;2;4;3;3;2;4;2;2;2;3;2;2;1;1;1;2;1;1;2;2;2;1;2;2;5;6;6;5;5;5;6;5;5;5;1;1;1;1;1;2;1;3;2;2;2;3;1;2.333333333;3.25;4;3.666666667;4.5;2.333333333;2.75;3;5.777777778;4;2.8;2.2;1.5;5.3;1;2
213;52;Hombre;Soltero;3;Tecnológico;Urbana;4;Mixto;Entre 200 y 500 empleados;No;Presentación de servicios;50;Entre 1 y 3 SMLV;Administrativo;Si;Entre 1 a 5;Entre 1 y 3 años;Presencial;Menos de 1 hora;57;5;5;5;2;2;3;3;3;3;4;3;2;3;4;4;4;3;4;4;4;4;1;1;1;3;2;1;3;4;4;4;3;4;5;7;5;5;7;6;5;6;5;5;3;2;2;3;3;1;1;1;4;4;2;2;4;1;1;1;1;2;1;1;1;1;1;1;1;6;7;6;6;7;7;7;7;7;7;4;4;4;4;3;2;3;3;3;3;3;3;4;5;2.5;3.142857143;3.666666667;4;1;2.25;3.8;5.666666667;3;1.8;3.2;1.083333333;6.7;3.8;3
214;54;Mujer;Casado;1;Profesional;Urbana;3;Público;Entre 200 y 500 empleados;No;Carrera;40;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Menos de 1 hora;0;3;4;4;2;2;2;1;3;3;4;3;3;3;3;5;5;4;4;3;5;4;3;2;2;4;3;3;4;5;4;3;5;3;4;6;5;6;4;4;6;4;6;4;2;2;3;2;3;3;3;3;2;2;2;2;2;2;3;3;2;2;2;2;2;3;2;3;3;7;7;6;7;7;6;7;6;7;6;1;2;1;2;1;3;2;1;3;1;2;2;2;3.666666667;1.75;3.142857143;4.666666667;4;2.333333333;3.5;4;5;2.75;2.8;2;2.416666667;6.6;1.4;2
215;65;Mujer;Soltero;Sin hijos;Posgrado;Rural;2;Público;Entre 50 y 200 empleados;Si;Libre nombramiento y remocion;44;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 3 y 7 años;Presencial;Más de 3 horas;10;4;5;4;2;2;2;2;5;5;5;5;5;5;5;5;4;4;5;5;5;5;2;2;2;5;4;4;5;3;4;4;4;4;4;4;4;6;4;6;6;6;6;6;4;2;2;2;2;4;2;2;3;3;3;1;1;3;3;3;2;2;2;3;1;2;3;2;2;6;7;6;7;7;7;6;7;7;7;2;1;2;1;2;2;1;1;1;1;1;2;1;4.333333333;2;5;4.333333333;5;2;4.5;3.8;5.111111111;3.5;2.4;2.2;2.333333333;6.7;1.6;1.25
216;59;Hombre;Soltero;1;Profesional;Urbana;3;Público;Más de 500 empleados;No;Presentación de servicios;52;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Menos de 1 hora;0;3;2;2;3;4;4;4;2;1;3;3;2;2;3;5;4;4;5;4;4;5;3;2;3;1;2;1;1;3;3;2;3;2;4;6;4;4;4;4;4;4;6;1;7;7;7;1;1;1;1;1;3;2;3;2;2;5;4;4;5;5;4;4;4;5;5;4;4;3;3;4;3;4;3;3;3;4;3;3;4;5;4;5;6;4;6;5;5;6;5;7;2.333333333;3.75;2.285714286;4.333333333;4.5;2.666666667;1.25;2.6;4.444444444;5.5;1;2.4;4.416666667;3.3;4.2;5.5
217;31;Mujer;Unión libre;Sin hijos;Bachiller;Urbana;5;Público;Entre 50 y 200 empleados;No;Presentación de servicios;41;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Menos de 1 año;Presencial;Entre 1 y 2 horas;26;1;1;1;5;5;5;4;1;3;2;2;2;3;2;4;4;4;3;4;4;4;3;4;4;2;3;2;1;2;1;1;3;1;4;6;6;4;6;4;4;4;2;2;2;4;4;4;3;4;4;2;4;4;6;5;6;3;4;3;4;4;3;4;3;3;3;3;4;3;2;2;3;3;2;3;2;3;3;3;4;4;3;3;4;4;4;4;5;5;4;4;1;4.75;2.142857143;4;3.75;3.666666667;2;1.6;4.444444444;3;3.4;5;3.416666667;2.6;3.4;4.25
218;34;Mujer;Casado;Sin hijos;Posgrado;Urbana;4;Público;Entre 200 y 500 empleados;No;Otro;42;Entre 1 y 3 SMLV;Administrativo;No;Entre 20 a 25;Entre 3 y 7 años;Presencial;Menos de 1 hora;26;2;3;2;4;3;4;4;3;3;3;3;3;2;2;4;4;5;4;5;5;5;4;4;3;2;3;3;3;1;1;2;2;2;6;4;4;4;6;6;4;4;6;2;4;2;4;1;3;1;1;1;3;3;2;2;3;3;3;2;2;3;2;4;2;3;3;3;3;6;5;5;5;5;6;5;6;5;5;3;2;2;3;3;2;2;2;2;3;3;3;4;2.333333333;3.75;2.714285714;4.333333333;4.75;3.666666667;2.75;1.6;4.888888889;3;1.4;2.6;2.75;5.3;2.6;2.625
219;35;Hombre;Soltero;Sin hijos;Tecnológico;Urbana;2;Público;Entre 50 y 200 empleados;No;Otro;39;Entre 1 y 3 SMLV;Administrativo;Si;Entre 20 a 25;Más de 10 años;Presencial;Entre 2 y 3 horas;2;4;3;4;3;2;3;3;4;3;3;2;3;3;2;2;4;3;5;5;5;4;3;3;3;2;1;3;2;4;3;4;3;3;5;7;5;6;5;5;6;5;5;4;3;2;2;2;4;2;3;3;2;2;2;2;4;3;2;2;1;3;1;1;2;2;2;2;2;5;5;5;5;4;4;5;5;5;5;4;5;4;5;3;3;4;4;3;4;3;4;4;3.666666667;2.75;2.857142857;3;4.75;3;2;3.4;5.444444444;2.75;2.8;2.4;1.916666667;4.8;4.2;3.625
220;42;Mujer;Casado;Sin hijos;Técnico;Urbana;3;Público;Más de 500 empleados;No;Presentación de servicios;40;Entre 1 y 3 SMLV;Administrativo;No;Entre 5 a 10;Entre 7 y 10 años;Presencial;Menos de 1 hora;38;5;5;5;1;1;2;1;5;4;5;5;5;5;5;3;3;3;5;4;5;4;1;1;2;5;4;4;5;3;3;3;3;3;5;6;5;4;6;4;4;6;6;4;6;5;6;2;3;3;1;2;2;2;2;4;2;3;2;2;3;2;3;2;2;3;2;3;3;5;6;5;6;5;5;4;6;4;5;2;3;4;3;5;1;1;1;1;1;1;2;1;5;1.25;4.857142857;3;4.5;1.333333333;4.5;3;5.111111111;5.25;2.2;2.4;2.5;5.1;3.4;1.125
221;39;Mujer;Unión libre;1;Posgrado;Urbana;4;Mixto;Más de 500 empleados;No;Provisionalidad;35;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;45;4;3;5;3;2;2;2;3;3;4;3;4;4;3;5;5;5;4;5;5;5;2;1;2;3;3;2;4;4;4;4;4;3;5;5;6;6;6;6;6;5;7;4;6;6;2;3;4;3;2;2;3;2;4;2;2;1;1;1;1;2;1;2;1;2;1;1;1;5;6;6;6;7;6;6;6;6;7;2;2;3;4;1;2;2;2;3;3;2;3;4;4;2.25;3.428571429;5;4.75;1.666666667;3;3.8;5.777777778;4.5;2.8;2.6;1.25;6.1;2.4;2.625
222;36;Mujer;Soltero;Sin hijos;Profesional;Rural;4;Público;Entre 50 y 200 empleados;No;Presentación de servicios;38;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;62;1;1;2;3;5;4;5;4;3;2;3;3;3;2;4;4;4;5;5;5;4;3;3;2;3;3;4;4;4;3;4;3;3;2;2;4;4;2;2;6;4;4;3;6;7;5;3;3;2;1;2;4;2;4;6;2;3;3;3;3;3;3;2;3;3;2;3;3;3;2;3;3;3;4;4;3;3;3;5;6;4;4;4;3;4;4;4;3;2;4;4;1.333333333;4.25;2.857142857;4;4.75;2.666666667;3.5;3.4;3.333333333;5.25;2.2;3.6;2.833333333;3.1;4.6;3.5
223;51;Hombre;Casado;Sin hijos;Técnico;Urbana;2;Público;Entre 200 y 500 empleados;No;Otro;42;Entre 1 y 3 SMLV;Operativo;Si;Entre 1 a 5;Entre 1 y 3 años;Presencial;Menos de 1 hora;35;5;4;5;1;1;2;1;4;4;4;4;4;4;4;4;5;5;4;5;4;4;1;1;2;4;4;4;4;2;2;3;2;2;6;5;5;5;5;5;6;6;5;5;2;3;4;3;1;2;1;1;3;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;6;5;5;5;6;5;5;6;5;6;2;3;1;2;3;2;3;2;3;3;4;2;3;4.666666667;1.25;4;4.666666667;4.25;1.333333333;4;2.2;5.333333333;3.5;1.6;2.8;1;5.4;2.2;2.75
224;41;Mujer;Soltero;Sin hijos;Posgrado;Urbana;4;Público;Entre 50 y 200 empleados;No;Libre nombramiento y remocion;58;Entre 1 y 3 SMLV;Administrativo;Si;Entre 5 a 10;Entre 3 y 7 años;Presencial;Menos de 1 hora;37;4;3;4;3;2;3;3;3;3;2;3;4;3;3;5;4;4;5;4;5;4;3;2;2;3;3;4;3;5;4;4;3;4;4;4;4;4;4;4;2;4;2;2;5;5;5;1;3;3;1;1;4;4;3;3;2;2;3;3;2;3;2;4;2;3;2;3;3;5;5;5;5;5;6;5;6;5;5;4;4;5;4;4;3;2;1;1;3;2;3;2;3.666666667;2.75;3;4.333333333;4.5;2.333333333;3.25;4;3.555555556;4.25;1.8;3.2;2.666666667;5.2;4.2;2.125
225;62;Mujer;Separado;1;Posgrado;Urbana;2;Público;Entre 200 y 500 empleados;No;Carrera;43;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 3 y 7 años;Presencial;Menos de 1 hora;65;2;1;1;5;4;4;5;3;4;3;4;3;4;4;4;4;4;4;5;5;5;3;2;4;2;2;2;3;4;4;4;5;4;6;5;6;5;6;6;6;7;5;6;4;4;4;2;3;3;3;1;5;5;5;6;5;3;3;3;3;3;3;3;3;3;3;2;2;4;4;5;5;4;5;5;5;5;4;4;5;5;5;4;3;6;4;5;4;4;4;4;1.333333333;4.5;3.571428571;4;4.75;3;2.25;4.2;5.777777778;4.5;2.4;5.2;2.833333333;4.6;4.6;4.25
226;36;Mujer;Soltero;2;Profesional;Urbana;3;Público;Entre 50 y 200 empleados;No;Carrera;44;Entre 1 y 3 SMLV;Administrativo;No;Entre 5 a 10;Entre 3 y 7 años;Presencial;Menos de 1 hora;52;5;5;5;1;1;1;1;3;3;4;4;3;3;3;5;4;5;5;5;4;5;2;1;1;3;3;3;4;3;2;3;2;3;7;7;5;7;5;6;5;5;5;7;3;1;3;1;1;3;1;1;1;1;3;1;1;2;2;2;2;2;2;2;2;2;2;3;2;5;5;6;5;5;4;5;6;5;5;1;1;2;1;2;2;2;2;2;3;1;2;2;5;1;3.285714286;4.666666667;4.75;1.333333333;3.25;2.6;5.777777778;3.5;1.4;1.4;2.083333333;5.1;1.4;2
227;45;Mujer;Separado;1;Posgrado;Urbana;4;Público;Entre 50 y 200 empleados;No;Otro;51;Menos de 1 SMLV;Administrativo;No;Entre 15 a 20;Más de 10 años;Presencial;Menos de 1 hora;67;2;2;2;3;3;3;4;4;3;4;4;3;3;5;3;4;4;4;3;4;5;2;3;3;3;4;4;4;2;2;3;2;3;5;6;5;5;5;7;5;6;5;5;3;2;2;3;2;2;2;3;2;3;2;2;3;1;2;1;1;2;2;2;2;1;2;1;2;5;6;5;6;5;6;6;6;6;5;4;3;3;4;3;2;2;2;2;2;2;2;3;2;3.25;3.714285714;3.666666667;4;2.666666667;3.75;2.4;5.444444444;3;2.4;2.4;1.583333333;5.6;3.4;2.125
228;45;Mujer;Soltero;1;Profesional;Urbana;4;Mixto;Entre 50 y 200 empleados;Si;Otro;46;Entre 3 y 5 SMLV;Administrativo;No;Entre 5 a 10;Entre 1 y 3 años;Presencial;Entre 2 y 3 horas;21;2;3;2;4;4;4;3;2;3;3;3;3;3;3;4;4;4;4;4;5;4;3;3;2;3;3;2;2;4;3;3;4;4;5;7;7;5;5;5;5;7;5;7;3;3;1;2;2;2;3;2;5;5;6;6;6;2;2;2;2;1;2;1;2;1;2;2;2;6;4;4;4;4;4;4;4;5;4;2;3;4;2;2;3;2;2;3;3;2;3;2;2.333333333;3.75;2.857142857;4;4.25;2.666666667;2.5;3.6;5.666666667;3.5;2.2;5.6;1.75;4.3;2.6;2.5
229;42;Mujer;Casado;Sin hijos;Posgrado;Urbana;4;Público;Entre 50 y 200 empleados;No;Provisionalidad;48;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 1 y 3 años;Híbrido;Entre 1 y 2 horas;7;2;3;3;5;4;4;2;2;2;2;2;1;2;3;3;4;4;5;4;5;5;2;3;3;1;1;1;1;2;2;3;2;2;6;4;4;6;4;4;4;6;4;4;6;4;4;3;1;1;1;1;1;1;3;1;1;4;3;3;4;3;4;4;4;4;3;4;3;4;4;4;3;3;4;4;4;4;3;6;6;6;5;6;7;7;7;7;7;7;7;7;2.666666667;3.75;2;3.666666667;4.75;2.666666667;1;2.2;4.666666667;4.5;1.4;1.4;3.583333333;3.7;5.8;7
230;39;Hombre;Unión libre;2;Posgrado;Urbana;3;Público;Entre 50 y 200 empleados;No;Presentación de servicios;43;Entre 3 y 5 SMLV;Directivo;No;Entre 15 a 20;Entre 3 y 7 años;Presencial;Menos de 1 hora;12;2;1;2;4;3;3;3;2;2;2;2;2;3;2;4;4;4;5;5;4;5;3;3;2;2;1;3;1;2;2;1;2;1;6;4;6;6;4;6;6;4;4;4;2;4;2;3;1;3;1;3;3;2;2;2;4;4;3;3;4;4;3;3;3;3;4;4;3;5;5;5;5;5;5;5;5;5;6;4;4;4;5;4;4;4;3;4;4;5;4;6;1.666666667;3.25;2.142857143;4;4.75;2.666666667;1.75;1.6;5.111111111;3;2.2;2.6;3.416666667;5.1;4.2;4.25
231;51;Mujer;Unión libre;2;Tecnológico;Urbana;3;Público;Más de 500 empleados;No;Libre nombramiento y remocion;38;Entre 1 y 3 SMLV;Administrativo;No;Entre 15 a 20;Menos de 1 año;Presencial;Entre 1 y 2 horas;7;1;2;1;3;2;2;2;5;4;5;4;5;5;5;4;2;3;5;4;4;4;1;2;2;4;4;2;4;3;5;5;4;5;5;5;5;5;6;5;7;5;5;3;6;6;6;1;1;3;1;1;3;3;3;3;3;3;2;2;1;2;1;1;2;2;3;2;2;6;6;6;7;6;7;6;7;6;6;2;3;2;3;3;1;1;1;1;2;1;1;1;1.333333333;2.25;4.714285714;3;4.25;1.666666667;3.5;4.4;5.333333333;5.25;1.4;3;1.916666667;6.3;2.6;1.125
232;43;Hombre;Casado;2;Posgrado;Urbana;5;Público;Entre 10 y 50 empleados;No;Carrera;32;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;17;1;1;1;4;3;4;5;1;1;1;1;1;2;2;3;4;4;5;5;5;5;4;4;4;1;1;1;2;3;2;2;2;1;4;6;4;4;2;4;4;2;6;2;6;6;6;1;1;3;1;3;4;6;6;6;5;4;4;4;5;4;4;5;4;4;5;4;4;3;3;3;3;2;3;3;2;2;3;5;4;5;5;5;6;6;5;6;7;7;7;7;1;4;1.285714286;3.666666667;5;4;1.25;2;4;5;1.8;5.4;4.25;2.7;4.8;6.375
233;42;Mujer;Soltero;2;Profesional;Urbana;3;Público;Entre 50 y 200 empleados;No;Provisionalidad;35;Entre 1 y 3 SMLV;Operativo;No;Entre 15 a 20;Entre 7 y 10 años;Presencial;Menos de 1 hora;0;3;4;4;3;2;2;2;4;4;4;3;4;4;3;4;4;4;5;5;5;4;1;2;2;2;2;2;3;3;2;3;3;2;5;5;5;5;5;5;7;5;5;6;2;2;4;3;3;1;2;3;4;4;4;2;4;3;3;2;4;3;3;4;3;3;3;3;2;7;6;7;7;7;6;7;7;6;6;1;1;1;1;1;1;2;2;3;2;1;3;1;3.666666667;2.25;3.714285714;4;4.75;1.666666667;2.25;2.6;5.222222222;3.5;2.4;3.6;3;6.6;1;1.875
234;54;Hombre;Viudo;2;Técnico;Urbana;4;Público;Entre 50 y 200 empleados;No;Otro;54;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 3 y 7 años;Presencial;Entre 1 y 2 horas;16;3;3;2;4;4;3;3;5;5;5;4;4;5;5;4;3;3;4;5;4;4;2;2;2;3;5;4;5;4;2;3;3;4;6;6;6;5;5;5;6;7;5;6;4;3;2;4;2;4;4;2;2;4;4;4;4;2;2;2;1;1;1;1;1;2;2;2;2;6;5;5;5;5;6;5;5;5;5;3;4;2;4;3;4;1;2;2;1;3;1;1;2.666666667;3.5;4.714285714;3.333333333;4.25;2;4.25;3.2;5.666666667;3.75;3.2;3.6;1.583333333;5.2;3.2;1.875
235;38;Mujer;Soltero;3;Técnico;Urbana;4;Público;Entre 50 y 200 empleados;No;Otro;45;Entre 1 y 3 SMLV;Operativo;No;Entre 5 a 10;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;24;3;4;4;4;4;3;4;3;4;3;4;3;3;2;4;4;3;4;5;5;5;2;2;3;3;3;3;4;3;3;4;4;4;5;6;5;5;6;5;5;5;5;6;1;3;3;2;3;3;3;3;2;2;2;4;2;3;2;2;3;3;3;3;2;3;2;3;2;6;5;6;5;6;7;6;6;6;6;5;5;5;3;5;1;1;2;2;1;3;2;1;3.666666667;3.75;3.142857143;3.666666667;4.75;2.333333333;3.25;3.6;5.222222222;3.25;2.8;2.4;2.583333333;5.9;4.6;1.625
236;45;Mujer;Casado;Sin hijos;Técnico;Urbana;4;Público;Entre 50 y 200 empleados;Si;Carrera;49;Entre 1 y 3 SMLV;Administrativo;No;Más de 25;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;2;1;1;1;4;4;3;4;3;4;2;3;2;4;2;4;3;3;5;5;5;5;3;3;2;2;1;2;2;2;3;3;3;2;6;6;6;5;6;4;4;6;6;6;2;6;4;1;1;3;3;1;2;4;2;4;2;2;3;3;3;4;2;3;3;3;3;4;3;4;5;5;5;4;4;4;4;4;6;3;5;5;4;4;4;4;6;5;5;5;5;4;1;3.75;2.857142857;3.333333333;5;2.666666667;1.75;2.6;5.444444444;4.5;1.8;2.8;3;4.5;4.2;4.75
237;22;Hombre;Soltero;2;Bachiller;Rural;3;Público;Menos de 10 empleados;No;Carrera;48;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 1 y 3 años;Presencial;Menos de 1 hora;3;5;3;3;2;3;3;2;3;2;3;3;4;3;3;4;4;4;5;5;5;5;2;2;2;3;3;3;4;3;3;3;3;3;7;7;6;7;7;7;7;7;7;7;1;3;3;3;3;3;1;3;4;2;4;6;2;1;1;1;2;1;1;1;2;1;1;2;1;6;6;7;5;6;5;5;6;6;6;2;2;2;1;1;2;3;2;2;1;3;3;3;3.666666667;2.5;3;4;5;2;3.25;3;6.888888889;3.5;2.6;3.6;1.25;5.8;1.6;2.375
238;59;Hombre;Unión libre;3;Profesional;Urbana;4;Mixto;Entre 200 y 500 empleados;No;Carrera;42;Entre 3 y 5 SMLV;Operativo;Si;Entre 1 a 5;Entre 1 y 3 años;Presencial;Entre 2 y 3 horas;28;4;4;3;3;2;2;2;4;3;2;3;2;3;4;5;5;5;4;4;5;4;1;2;3;2;1;2;3;2;3;3;3;2;5;5;5;6;5;6;5;6;6;6;2;3;2;1;2;1;2;3;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;7;7;7;6;7;7;7;6;7;7;4;4;3;3;3;5;3;3;4;4;4;4;4;3.666666667;2.25;3;5;4.25;2;2;2.6;5.444444444;3.25;1.8;1.8;1.083333333;6.8;3.4;3.875
